Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP ,RRS,NSPIN,ECRS
01/18/2026,16:00,N,2.36,0.47,0.3,1,0.49
01/18/2026,17:00,N,10.2,0.92,0.49,1,0.6
01/18/2026,18:00,N,0.37,0.39,0.41,1.5,0.41
01/18/2026,19:00,N,0.02,3.94,3,3.88,3
01/18/2026,20:00,N,1,2.67,2,4.33,0.3
01/18/2026,21:00,N,1.39,1,0.44,2.02,0.98
01/18/2026,22:00,N,1.1,1.8,1.13,1.97,0.3
01/18/2026,23:00,N,1.27,1.13,0.75,1.97,0.3
01/18/2026,24:00,N,0.9,1.18,0.55,2,0.64
01/19/2026,01:00,N,0.54,0.3,0.3,1.5,0.49
01/19/2026,02:00,N,0.06,0.3,0.3,1.2,0.39
01/19/2026,03:00,N,0.19,0.32,0.32,1.02,0.48
01/19/2026,04:00,N,1,0.32,0.32,1,0.41
01/19/2026,05:00,N,1,0.7,0.49,1.06,0.56
01/19/2026,06:00,N,1.24,0.65,0.55,1.02,0.66
01/19/2026,07:00,N,0.02,0.75,0.78,2,0.78
01/19/2026,08:00,N,0.01,4.35,2.95,3,2.96
01/19/2026,09:00,N,3.07,2.62,2,2.25,2.3
01/19/2026,10:00,N,0.62,1.15,1,1.02,1.15
01/19/2026,11:00,N,0.91,1.02,0.91,0.96,1.01
01/19/2026,12:00,N,0.36,0.4,0.39,1,0.49
01/19/2026,13:00,N,0.01,0.03,0.12,0.93,0.32
01/19/2026,14:00,N,0.09,0.29,0.29,0.93,0.39
01/19/2026,15:00,N,1,0.04,0.23,0.96,0.49
01/19/2026,16:00,N,1.83,0.33,0.33,0.99,0.48
01/19/2026,17:00,N,12.91,0.89,0.5,1,0.57
01/19/2026,18:00,N,6.2,1.61,0.36,1.06,0.55
01/19/2026,19:00,N,8,1,0.47,1.99,0.53
01/19/2026,20:00,N,3.77,1,0.37,1.99,0.49
01/19/2026,21:00,N,2,0.8,0.45,1.96,0.3
01/19/2026,22:00,N,2,0.43,0.38,1.59,0.46
01/19/2026,23:00,N,0.02,0.54,0.37,1.97,0.64
01/19/2026,24:00,N,1.23,1,0.45,2,0.84
01/20/2026,01:00,N,0.09,0.23,0.23,1.3,0.3
01/20/2026,02:00,N,0.03,0.3,0.21,1.3,0.3
01/20/2026,03:00,N,1.01,0.22,0.21,1.1,0.3
01/20/2026,04:00,N,1.14,0.4,0.23,1.03,0.3
01/20/2026,05:00,N,1.09,0.44,0.3,1.1,0.31
01/20/2026,06:00,N,1.63,0.43,0.37,1.36,0.37
01/20/2026,07:00,N,0.02,2.52,2.64,4.9,2.65
01/20/2026,08:00,N,0.01,9.57,9.57,14.2,9.66
01/20/2026,09:00,N,5.16,7.02,4.99,7.54,7.11
01/20/2026,10:00,N,1.13,1.71,1.5,1.5,3.77
01/20/2026,11:00,N,1.41,1.08,0.75,1.02,0.88
01/20/2026,12:00,N,1,0.64,0.49,1,0.58
01/20/2026,13:00,N,0.77,0.8,0.48,1,0.64
01/20/2026,14:00,N,1,0.87,0.42,1,0.56
01/20/2026,15:00,N,0.97,0.89,0.3,0.98,0.49
01/20/2026,16:00,N,1,0.92,0.3,0.96,0.42
01/20/2026,17:00,N,1,0.91,0.3,1,0.5
01/20/2026,18:00,N,0,0.69,0.3,2.7,0.74
01/20/2026,19:00,N,0.02,1.53,0.94,3,1.88
01/20/2026,20:00,N,0.96,1.11,0.5,2.7,1.2
01/20/2026,21:00,N,1,1.15,0.46,1.5,0.92
01/20/2026,22:00,N,0.97,1.15,0.37,1.5,0.88
01/20/2026,23:00,N,0.79,0.99,0.3,1.3,0.8
01/20/2026,24:00,N,0.46,0.59,0.37,1.5,0.3
01/21/2026,01:00,N,0.42,0.34,0.21,1.3,0.3
01/21/2026,02:00,N,1.29,0.34,0.19,1.1,0.28
01/21/2026,03:00,N,1.06,0.42,0.21,1,0.3
01/21/2026,04:00,N,1.19,0.54,0.25,1,0.3
01/21/2026,05:00,N,1.09,0.75,0.3,1.03,0.35
01/21/2026,06:00,N,1.63,0.68,0.3,1,0.45
01/21/2026,07:00,N,2.37,0.44,0.45,1.04,0.5
01/21/2026,08:00,N,0.01,1.66,1.46,2,1.5
01/21/2026,09:00,N,2,1.5,0.84,1.06,1.5
01/21/2026,10:00,N,1.5,1.11,0.84,1,0.89
01/21/2026,11:00,N,1.2,0.87,0.37,1,0.46
01/21/2026,12:00,N,1.36,0.77,0.21,1,0.3
01/21/2026,13:00,N,1.12,0.62,0.3,0.97,0.3
01/21/2026,14:00,N,1.16,0.73,0.3,0.97,0.37
01/21/2026,15:00,N,1.51,0.88,0.3,0.97,0.43
01/21/2026,16:00,N,2.05,0.91,0.3,0.97,0.4
01/21/2026,17:00,N,7.82,1.26,0.3,1,0.36
01/21/2026,18:00,N,0.29,0.67,0.37,1.78,0.69
01/21/2026,19:00,N,0.02,2.77,2.8,3,2.8
01/21/2026,20:00,N,0.02,2.07,2,3,0.85
01/21/2026,21:00,N,1.44,2.07,1.2,2.18,1.2
01/21/2026,22:00,N,1.06,1.6,1,1.94,1.09
01/21/2026,23:00,N,1.28,1.38,1.06,1.5,1.15
01/21/2026,24:00,N,0.95,1.5,1,1.94,1.09
01/22/2026,01:00,N,0.27,0.27,0.25,1.65,0.34
01/22/2026,02:00,N,0.58,0.61,0.3,1.5,0.47
01/22/2026,03:00,N,0.68,0.6,0.23,1.06,0.32
01/22/2026,04:00,N,0.82,0.6,0.3,1.04,0.41
01/22/2026,05:00,N,0.59,0.42,0.3,1.2,0.43
01/22/2026,06:00,N,0.01,0.9,0.45,1.5,0.49
01/22/2026,07:00,N,0.04,0.77,0.83,2.12,0.85
01/22/2026,08:00,N,0.01,4.1,4,4.05,4.1
01/22/2026,09:00,N,2.1,3.61,3.6,3,3.7
01/22/2026,10:00,N,1.15,1.51,1.06,1.06,1.9
01/22/2026,11:00,N,1,1,0.65,1,0.84
01/22/2026,12:00,N,1,0.84,0.39,1.02,0.48
01/22/2026,13:00,N,1,0.63,0.3,1,0.43
01/22/2026,14:00,N,1,0.81,0.3,1,0.39
01/22/2026,15:00,N,1,1,0.23,1,0.39
01/22/2026,16:00,N,1,1,0.2,1,0.37
01/22/2026,17:00,N,0.89,1,0.35,1,0.4
01/22/2026,18:00,N,0.29,0.69,0.71,1.99,0.73
01/22/2026,19:00,N,0.02,2.63,1.2,3,1.83
01/22/2026,20:00,N,0.02,1.99,0.72,3,1.34
01/22/2026,21:00,N,0.96,0.79,0.57,1.93,0.84
01/22/2026,22:00,N,1,1.14,0.49,1.5,0.75
01/22/2026,23:00,N,1,0.95,0.49,1.36,0.79
01/22/2026,24:00,N,1,1.18,0.45,1.57,0.82
01/23/2026,01:00,N,0.72,0.78,0.3,1.5,0.49
01/23/2026,02:00,N,1,0.63,0.21,1.48,0.3
01/23/2026,03:00,N,1.15,1.22,0.21,1.16,0.4
01/23/2026,04:00,N,1.3,0.79,0.21,1.11,0.36
01/23/2026,05:00,N,1.11,1.2,0.33,1.23,0.5
01/23/2026,06:00,N,1.74,1.16,0.35,1.2,0.5
01/23/2026,07:00,N,1.2,0.72,0.55,1.73,0.56
01/23/2026,08:00,N,0.01,2.4,2.16,3,2.23
01/23/2026,09:00,N,1,1.75,3,1.92,3.7
01/23/2026,10:00,N,1.42,2.55,1.89,1.04,2.1
01/23/2026,11:00,N,1.56,0.9,0.46,1.04,0.55
01/23/2026,12:00,N,1,0.74,0.39,1.15,0.48
01/23/2026,13:00,N,1,0.96,0.37,1,0.49
01/23/2026,14:00,N,1.17,1.16,0.3,1,0.49
01/23/2026,15:00,N,2,1.29,0.3,1,0.47
01/23/2026,16:00,N,1.95,1.4,0.3,1,0.46
01/23/2026,17:00,N,6.53,1.55,0.3,1.02,0.49
01/23/2026,18:00,N,0.82,2.02,0.48,1.6,0.49
01/23/2026,19:00,N,0.02,1.58,1,1.99,1
01/23/2026,20:00,N,0.02,1.93,1,1.94,1
01/23/2026,21:00,N,1.09,1.7,0.84,1.52,0.84
01/23/2026,22:00,N,1.29,1.42,0.59,1.5,0.64
01/23/2026,23:00,N,1.14,1.5,0.84,1.5,0.84
01/23/2026,24:00,N,1.12,1.73,0.83,1.6,0.7
01/24/2026,01:00,N,0.91,1.3,0.76,3,0.85
01/24/2026,02:00,N,0.86,0.95,0.5,3,0.59
01/24/2026,03:00,N,1.17,1.65,0.61,3,0.7
01/24/2026,04:00,N,1.11,1.46,0.88,2.11,0.89
01/24/2026,05:00,N,0.53,1.4,0.99,2.49,0.99
01/24/2026,06:00,N,0.01,1.73,1,3,1
01/24/2026,07:00,N,0.55,1.7,1.25,3,1.25
01/24/2026,08:00,N,1,3.7,2.24,6,2.29
01/24/2026,09:00,N,6,8.13,5,5.36,5.09
01/24/2026,10:00,N,5.45,7.5,5.63,6,5.73
01/24/2026,11:00,N,4.86,5.39,4.76,4.79,4.79
01/24/2026,12:00,N,3.4,5,4.32,5.07,4.32
01/24/2026,13:00,N,2.85,4.54,2.84,4.5,3
01/24/2026,14:00,N,2,4.67,2.5,4.07,3.2
01/24/2026,15:00,N,2.19,5.95,4.12,5.72,4.85
01/24/2026,16:00,N,2,7.38,4.79,7.06,5.49
01/24/2026,17:00,N,5.56,15.4,6.84,15,8.19
01/24/2026,18:00,N,5.29,15.59,6.72,15,7.13
01/24/2026,19:00,N,8,18.15,9.61,28.15,9.89
01/24/2026,20:00,N,0.07,9.47,13.06,27.79,13.08
01/24/2026,21:00,N,0.07,25,22.8,34.3,22.8
01/24/2026,22:00,N,5,28.71,25,47.75,29
01/24/2026,23:00,N,4.59,26.53,17.9,47.75,18.19
01/24/2026,24:00,N,2.59,21.26,15.16,44.83,19.16
01/25/2026,01:00,N,6.19,10.75,7.9,62,10
01/25/2026,02:00,N,6.08,6.38,4.79,58.5,5.25
01/25/2026,03:00,N,4.62,4.89,2.71,49.86,3
01/25/2026,04:00,N,8,12.46,7.08,40,7.58
01/25/2026,05:00,N,6.68,13.61,9.51,51,9.86
01/25/2026,06:00,N,0.55,15.26,10,60.39,10
01/25/2026,07:00,N,0.06,68.55,61.25,65.32,61.93
01/25/2026,08:00,N,4.16,110.38,114.36,89.92,114.64
01/25/2026,09:00,N,17.44,91.53,71.44,103.22,104.22
01/25/2026,10:00,N,8.66,46.78,24.38,74.04,63.14
01/25/2026,11:00,N,8,37.12,22.1,55,29
01/25/2026,12:00,N,7.42,29.21,9.71,32.21,10
01/25/2026,13:00,N,8,24.26,8.91,24.15,9.58
01/25/2026,14:00,N,10.58,18.91,8.91,15,9.99
01/25/2026,15:00,N,19,19.55,8.91,15,10
01/25/2026,16:00,N,8,19.85,8.61,15,10
01/25/2026,17:00,N,20,27.07,9.38,15,9.89
01/25/2026,18:00,N,25,40.17,12.65,35.68,12.87
01/25/2026,19:00,N,20,68.46,24.38,69.34,24.54
01/25/2026,20:00,N,0.07,35.29,38.88,65,39.1
01/25/2026,21:00,N,0.06,88.81,71.08,100,89.1
01/25/2026,22:00,N,8,123.96,107.9,144.94,134.04
01/25/2026,23:00,N,11.94,109.44,78.62,151.03,78.62
01/25/2026,24:00,N,10.96,92.71,62.89,162.76,62.89
01/26/2026,01:00,N,9.04,74.89,41.38,254.29,74.14
01/26/2026,02:00,N,9.59,41.64,18.38,241.71,20.87
01/26/2026,03:00,N,11.32,32.36,10,175,10.29
01/26/2026,04:00,N,14.82,69.96,24.38,155,24.67
01/26/2026,05:00,N,9.44,120.33,82.4,157.4,84.89
01/26/2026,06:00,N,6.93,100,103.59,221.8,103.72
01/26/2026,07:00,N,0.06,89.96,488.28,299.42,488.28
01/26/2026,08:00,N,0.04,607.16,855,262.54,855
01/26/2026,09:00,N,25,896.96,999.02,432.13,1000.65
01/26/2026,10:00,N,7.4,179.27,178.25,132.7,178.54
01/26/2026,11:00,N,5,47.37,46.69,48.39,48.54
01/26/2026,12:00,N,4.91,9.25,8.51,10.04,10.04
01/26/2026,13:00,N,4.2,11.09,10,12.59,12.49
01/26/2026,14:00,N,3.13,8.8,7.53,9.87,10.02
01/26/2026,15:00,N,3.58,13.75,9.6,9.78,9.89
01/26/2026,16:00,N,9.4,15,9.71,10,10
01/26/2026,17:00,N,4.69,12.73,10,10.11,10.11
01/26/2026,18:00,N,1.23,16.44,13.32,15,15
01/26/2026,19:00,N,0.67,36.69,40,41.7,40.29
01/26/2026,20:00,N,0.08,47.5,94.54,70.91,94.54
01/26/2026,21:00,N,5.84,84.44,84.44,109.24,109.24
01/26/2026,22:00,N,4.84,64.1,64.1,162.03,161.42
01/26/2026,23:00,N,7.14,60.15,59.33,161.11,156.65
01/26/2026,24:00,N,8,50.99,49.73,100.48,89.58
01/27/2026,01:00,N,2.51,5.48,4.09,23.93,4.56
01/27/2026,02:00,N,2.07,2.99,1.3,15.75,1.49
01/27/2026,03:00,N,2,3.36,1.75,10.63,1.84
01/27/2026,04:00,N,2,3.12,1,5,1.47
01/27/2026,05:00,N,1.68,3.22,1.49,5.53,1.52
01/27/2026,06:00,N,0.05,1.4,1.49,9.01,1.5
01/27/2026,07:00,N,0.02,22.54,25.1,22.35,25.2
01/27/2026,08:00,N,1.85,50.75,50.75,15.67,54.39
01/27/2026,09:00,N,8,19.52,18.8,15,50.2
01/27/2026,10:00,N,5.01,11.6,10.87,15,17.5
01/27/2026,11:00,N,2.82,7.39,6.71,3.69,6.8
01/27/2026,12:00,N,2.81,4.54,4,3,4.09
01/27/2026,13:00,N,3.08,3.12,2,3,2.73
01/27/2026,14:00,N,2,2.48,1.78,2.08,2.23
01/27/2026,15:00,N,8,3.06,1,1.97,1.41
01/27/2026,16:00,N,9.37,3.48,1,1.99,1.45
01/27/2026,17:00,N,9.99,4.2,1.85,3,2.32
01/27/2026,18:00,N,8,7.04,2.44,5,2.61
01/27/2026,19:00,N,7.66,3.89,4,15,4.03
01/27/2026,20:00,N,2.81,5.35,5.56,15,5.57
01/27/2026,21:00,N,0.02,13.16,10,15,12.38
01/27/2026,22:00,N,0.02,13.13,9.91,13.07,13.22
01/27/2026,23:00,N,2.15,9.7,8.96,8.99,10
01/27/2026,24:00,N,2.33,10.11,8.82,9.51,9.78
01/28/2026,01:00,N,1.2,1.65,0.7,3,0.89
01/28/2026,02:00,N,0.86,4.27,0.38,3,0.47
01/28/2026,03:00,N,2,2,0.49,1.91,0.64
01/28/2026,04:00,N,2,2.3,0.5,2.13,0.63
01/28/2026,05:00,N,2.04,3.23,0.83,3.05,0.89
01/28/2026,06:00,N,2.59,0.91,0.89,4.6,0.98
01/28/2026,07:00,N,0.04,3.03,3.11,5.15,3.18
01/28/2026,08:00,N,0.01,26.03,29.52,15,29.62
01/28/2026,09:00,N,8,22.86,20,15,22.42
01/28/2026,10:00,N,5.58,14.62,13.7,12.41,15
01/28/2026,11:00,N,5.76,5.91,4.7,3,5
01/28/2026,12:00,N,2.12,2.94,2.16,3,2.25
01/28/2026,13:00,N,3.51,3,1.1,3,1.89
01/28/2026,14:00,N,2.53,2.22,0.62,1.99,1.03
01/28/2026,15:00,N,7.1,3.59,0.52,1.91,0.89
01/28/2026,16:00,N,20,2.12,0.73,1.91,1.07
01/28/2026,17:00,N,25,2.3,0.82,1.95,0.89
01/28/2026,18:00,N,0,7.79,2.2,5,3
01/28/2026,19:00,N,0.02,8.2,5,8.15,8.2
01/28/2026,20:00,N,2,5,5,8.15,5
01/28/2026,21:00,N,1,5.33,4.33,5,4.33
01/28/2026,22:00,N,2.31,4.41,2.97,3,2.97
01/28/2026,23:00,N,1.58,2.99,2.99,3,3
01/28/2026,24:00,N,2.07,3.74,2.25,3,2.25
01/29/2026,01:00,N,0.96,0.46,0.46,3,0.65
01/29/2026,02:00,N,0.4,0.54,0.34,3,0.5
01/29/2026,03:00,N,2.29,1.18,0.49,2.23,0.64
01/29/2026,04:00,N,2.14,1.3,0.65,2,0.78
01/29/2026,05:00,N,2.16,1.99,0.78,2.94,0.85
01/29/2026,06:00,N,3.35,0.9,0.92,2.71,0.98
01/29/2026,07:00,N,0.02,2.97,3,4.95,3.07
01/29/2026,08:00,N,0.01,14.2,16,15,16.1
01/29/2026,09:00,N,2.57,14.56,13.67,13.42,15.3
01/29/2026,10:00,N,1.91,5.3,5,3,5.87
01/29/2026,11:00,N,2,2.37,2.02,2.18,2.18
01/29/2026,12:00,N,2.04,1.26,1,1.99,1.1
01/29/2026,13:00,N,2,1.55,0.71,1.99,1
01/29/2026,14:00,N,1.37,1.36,0.79,1.97,1.15
01/29/2026,15:00,N,6.16,1.06,0.49,1.61,0.83
01/29/2026,16:00,N,9.9,1.17,0.49,1.55,0.8
01/29/2026,17:00,N,20,1.34,0.8,1.73,0.88
01/29/2026,18:00,N,13.26,2.98,0.84,2.39,0.89
01/29/2026,19:00,N,2.83,0.93,1,5.5,1.01
01/29/2026,20:00,N,0.02,1.7,1.73,6.78,1.76
01/29/2026,21:00,N,0.02,2.99,2.02,7.66,2.99
01/29/2026,22:00,N,2.15,4.06,3.99,11.72,4.08
01/29/2026,23:00,N,2.88,3.92,3.91,11.9,4
01/29/2026,24:00,N,8,0,4.91,13.33,5
01/30/2026,01:00,N,0.81,0.71,0.46,3,0.55
01/30/2026,02:00,N,1.04,0.96,0.34,2.82,0.43
01/30/2026,03:00,N,0.9,0.83,0.37,2,0.46
01/30/2026,04:00,N,2,1.25,0.37,2,0.46
01/30/2026,05:00,N,0.85,1.12,0.44,2.11,0.5
01/30/2026,06:00,N,1.59,1.28,0.51,3.48,0.7
01/30/2026,07:00,N,0.04,2.8,3,9.6,3.06
01/30/2026,08:00,N,0.01,15.9,15.37,15,17.7
01/30/2026,09:00,N,8,18.05,18.05,15,20.21
01/30/2026,10:00,N,1.27,3.99,3.79,7.85,9.85
01/30/2026,11:00,N,1.69,1.4,1,1.92,1.2
01/30/2026,12:00,N,1.18,0.98,0.79,1.97,0.89
01/30/2026,13:00,N,1.4,1.26,0.71,1.73,0.89
01/30/2026,14:00,N,0.46,0.55,0.4,1.49,0.77
01/30/2026,15:00,N,4.31,1.34,0.49,1.45,0.82
01/30/2026,16:00,N,9.05,1.53,0.45,1.49,0.74
01/30/2026,17:00,N,14,1.4,0.55,1.5,0.65
01/30/2026,18:00,N,0,1.72,1.8,3,1.85
01/30/2026,19:00,N,0.02,7.55,5,8.27,6.09
01/30/2026,20:00,N,3.55,5.01,5,5,5.1
01/30/2026,21:00,N,2,5.88,3.99,4.08,4.08
01/30/2026,22:00,N,2,6.2,4.91,3.04,5
01/30/2026,23:00,N,2,4.9,3.99,3.7,4
01/30/2026,24:00,N,1.91,4.87,3.53,3.52,3.53
01/31/2026,01:00,N,1.2,1.32,0.94,1.95,1.03
01/31/2026,02:00,N,1.31,1.75,0.42,1.85,0.61
01/31/2026,03:00,N,1.41,1.67,0.65,1.85,0.84
01/31/2026,04:00,N,1.46,1.47,0.67,1.85,0.86
01/31/2026,05:00,N,1.2,1.81,0.86,2.05,0.89
01/31/2026,06:00,N,1.44,1.71,0.98,3.15,1
01/31/2026,07:00,N,0.02,7.82,7.9,7.95,8
01/31/2026,08:00,N,0.01,19.46,21.82,15,21.82
01/31/2026,09:00,N,8.71,20.15,19.9,15,21.2
01/31/2026,10:00,N,1.3,4.07,4,1.99,5.12
01/31/2026,11:00,N,1.02,1.97,1.9,1.5,1.99
01/31/2026,12:00,N,1.34,0.92,0.71,1.5,0.86
01/31/2026,13:00,N,4,0.7,0.55,1.18,0.64
01/31/2026,14:00,N,4.27,0.63,0.45,1.04,0.64
01/31/2026,15:00,N,7,0.88,0.47,1.04,0.77
01/31/2026,16:00,N,15.31,0.92,0.49,1.1,0.77
01/31/2026,17:00,N,10.61,0.87,0.5,1.06,0.5
01/31/2026,18:00,N,9.96,2.83,0.88,2.05,0.89
01/31/2026,19:00,N,2.27,2.15,2.3,9,2.3
01/31/2026,20:00,N,0.03,4.89,5,15,5
01/31/2026,21:00,N,0.02,6.26,5,6.55,6.26
01/31/2026,22:00,N,2,5.97,5.19,5.66,6.06
01/31/2026,23:00,N,2.01,6.22,5.14,6.47,5.72
01/31/2026,24:00,N,2,5.99,5,9.38,5.09
02/01/2026,01:00,N,1,1.38,1,2.2,1.09
02/01/2026,02:00,N,1.05,0.98,0.55,2.87,0.64
02/01/2026,03:00,N,0.97,0.98,0.55,2,0.64
02/01/2026,04:00,N,0.83,1.12,0.69,2.21,0.71
02/01/2026,05:00,N,0.67,1.42,0.8,3.66,0.83
02/01/2026,06:00,N,0.55,0.92,0.94,4.1,0.95
02/01/2026,07:00,N,0.85,4.64,5,7.81,5.01
02/01/2026,08:00,N,0.01,11.58,12.72,15,12.82
02/01/2026,09:00,N,2.32,8.58,8.44,7.46,10.76
02/01/2026,10:00,N,1.12,5.16,5.05,3,5.87
02/01/2026,11:00,N,0.93,2.87,2.78,2,3
02/01/2026,12:00,N,1.04,1.53,1.42,2,1.82
02/01/2026,13:00,N,1.2,0.94,0.73,1.5,0.92
02/01/2026,14:00,N,1.65,0.73,0.45,1.04,0.64
02/01/2026,15:00,N,1.54,0.54,0.34,1,0.5
02/01/2026,16:00,N,9.17,0.61,0.37,1,0.56
02/01/2026,17:00,N,8.62,0.74,0.49,1.04,0.5
02/01/2026,18:00,N,0,4.08,1.82,3.31,2.18
02/01/2026,19:00,N,1.01,5.86,6.66,9.78,5
02/01/2026,20:00,N,1.65,2.91,2.91,5.91,3
02/01/2026,21:00,N,1.48,2.18,1.75,2.19,1.2
02/01/2026,22:00,N,1,1.79,1.67,1.99,1.77
02/01/2026,23:00,N,0.49,1.39,1.35,1.45,1.45
02/01/2026,24:00,N,0.45,1.09,1.01,1.73,1.1
02/02/2026,01:00,N,0.56,0.75,0.75,2,0.84
02/02/2026,02:00,N,0.27,0.41,0.32,2,0.47
02/02/2026,03:00,N,0.88,0.77,0.37,1.98,0.46
02/02/2026,04:00,N,0.59,0.82,0.49,1.64,0.61
02/02/2026,05:00,N,0.82,0.72,0.54,2,0.64
02/02/2026,06:00,N,0.52,0.74,0.69,2,0.7
02/02/2026,07:00,N,0.01,3.01,3.09,3,3.09
02/02/2026,08:00,N,0.01,5.76,5.76,3,5.52
02/02/2026,09:00,N,5.11,6.35,6.22,1.04,6.31
02/02/2026,10:00,N,2.54,5.2,5,2,5.1
02/02/2026,11:00,N,1.82,2.46,2.38,3,2.9
02/02/2026,12:00,N,1.33,1.39,1.11,2,1.4
02/02/2026,13:00,N,1.47,0.69,0.51,1.73,0.7
02/02/2026,14:00,N,2.13,0.88,0.5,1.23,0.69
02/02/2026,15:00,N,3.74,0.55,0.4,1,0.5
02/02/2026,16:00,N,3.79,0.75,0.5,1,0.69
02/02/2026,17:00,N,20,1.04,0.72,1.35,0.79
02/02/2026,18:00,N,0.24,0.78,0.98,2.81,0.98
02/02/2026,19:00,N,0.02,4.26,3.51,5.9,3.51
02/02/2026,20:00,N,1.03,3.64,2.5,3,2.5
02/02/2026,21:00,N,0.55,1.06,1,1.99,1
02/02/2026,22:00,N,0.81,1.06,1,1.73,1.05
02/02/2026,23:00,N,0.78,1.5,1.41,1.5,1.5
02/02/2026,24:00,N,0.48,1.39,1,1.97,1
02/03/2026,01:00,N,0.96,0.29,0.29,1.8,0.38
02/03/2026,02:00,N,1.2,0.45,0.22,1.73,0.31
02/03/2026,03:00,N,2,0.53,0.25,1.05,0.34
02/03/2026,04:00,N,1.94,0.69,0.3,1.04,0.49
02/03/2026,05:00,N,1.13,0.9,0.37,1.2,0.46
02/03/2026,06:00,N,0.72,0.73,0.49,1.72,0.5
02/03/2026,07:00,N,0.02,0.98,1,2,1
02/03/2026,08:00,N,0.01,2.51,1.14,1.99,1.14
02/03/2026,09:00,N,2,3.07,2.73,1,2.82
02/03/2026,10:00,N,1.85,2.83,2.5,1.99,2.6
02/03/2026,11:00,N,1.74,1.34,1,1.44,1.44
02/03/2026,12:00,N,2,1.51,0.74,1.15,0.98
02/03/2026,13:00,N,2,1.74,0.46,1.05,0.7
02/03/2026,14:00,N,2,1.21,0.57,1,0.8
02/03/2026,15:00,N,1.55,1.08,0.38,1,0.59
02/03/2026,16:00,N,2.71,1.19,0.49,1,0.69
02/03/2026,17:00,N,2.3,1.66,0.59,1.05,0.78
02/03/2026,18:00,N,2.3,3.37,0.68,2.05,0.89
02/03/2026,19:00,N,4,2.45,0.92,5,0.93
02/03/2026,20:00,N,2.45,1.8,0.89,3.12,0.89
02/03/2026,21:00,N,2.17,0.78,0.88,1.49,0.88
02/03/2026,22:00,N,0.04,1,0.98,1.5,0.98
02/03/2026,23:00,N,0.02,0.96,1,1.5,1.01
02/03/2026,24:00,N,2,3.56,2.38,2.47,2.47
02/04/2026,01:00,N,0.71,0.37,0.37,1.85,0.46
02/04/2026,02:00,N,0.64,0.73,0.31,1.79,0.37
02/04/2026,03:00,N,0.86,0.93,0.24,1.75,0.33
02/04/2026,04:00,N,1.2,1.12,0.3,1.22,0.39
02/04/2026,05:00,N,0.47,0.98,0.49,1.46,0.49
02/04/2026,06:00,N,0.5,0.73,0.76,1.73,0.76
02/04/2026,07:00,N,0.03,2.42,2.5,3,2.5
02/04/2026,08:00,N,0.01,5,4.1,3,4.2
02/04/2026,09:00,N,1.58,3.98,3.91,1,4.1
02/04/2026,10:00,N,1.07,4.7,4.59,1.99,5
02/04/2026,11:00,N,1.35,2.01,1.95,2.09,2.14
02/04/2026,12:00,N,0.95,0.97,0.91,1.66,1.15
02/04/2026,13:00,N,0.67,0.6,0.45,1.15,0.69
02/04/2026,14:00,N,4.69,0.66,0.45,1.03,0.68
02/04/2026,15:00,N,5.45,0.54,0.33,1,0.52
02/04/2026,16:00,N,16.17,0.69,0.49,1,0.69
02/04/2026,17:00,N,15.08,1,0.57,1.05,0.78
02/04/2026,18:00,N,2,2.56,0.68,1.99,0.89
02/04/2026,19:00,N,2.07,2.26,0.84,3.89,0.89
02/04/2026,20:00,N,2,1.1,0.84,3.22,0.84
02/04/2026,21:00,N,0.17,0.74,0.84,1.97,0.84
02/04/2026,22:00,N,0.02,2.04,1,3.89,1
02/04/2026,23:00,N,0.02,1.98,2,2,2
02/04/2026,24:00,N,1.95,5,2,4.38,2.32
02/05/2026,01:00,N,1,0.61,0.37,2.37,0.56
02/05/2026,02:00,N,0.98,1.29,0.3,2.26,0.39
02/05/2026,03:00,N,1.2,1.86,0.3,2,0.49
02/05/2026,04:00,N,1.13,1.5,0.3,1.71,0.49
02/05/2026,05:00,N,0.67,1.23,0.37,1.72,0.49
02/05/2026,06:00,N,0.66,0.46,0.37,1.7,0.46
02/05/2026,07:00,N,0.76,0.96,1,2.37,1.05
02/05/2026,08:00,N,0.01,6.46,4,2.69,4.83
02/05/2026,09:00,N,2.3,5.96,4.94,1,5.71
02/05/2026,10:00,N,1.79,2.28,1.98,1.7,3.66
02/05/2026,11:00,N,1.43,1.03,1,1.97,1.35
02/05/2026,12:00,N,0.64,0.51,0.49,1.7,0.73
02/05/2026,13:00,N,0.91,0.42,0.37,1.05,0.56
02/05/2026,14:00,N,2,0.39,0.3,1,0.5
02/05/2026,15:00,N,2,0.45,0.29,1,0.48
02/05/2026,16:00,N,5.49,0.54,0.32,1,0.51
02/05/2026,17:00,N,9,1.01,0.44,1.05,0.63
02/05/2026,18:00,N,0.27,0.77,0.66,1.85,0.93
02/05/2026,19:00,N,0.01,5.16,3.34,5,3.44
02/05/2026,20:00,N,1.41,4.49,2.5,3.99,2.6
02/05/2026,21:00,N,2,3.07,1.2,2.34,1.3
02/05/2026,22:00,N,2,2.59,1.94,2.09,2.04
02/05/2026,23:00,N,0.79,2.44,1.9,1.99,1.99
02/05/2026,24:00,N,1.19,2.52,1.74,2.02,1.83
02/06/2026,01:00,N,0.63,0.59,0.3,1.71,0.39
02/06/2026,02:00,N,0.3,0.64,0.28,1.5,0.37
